"DateTime";"Final price";"Historical Low"
"2016-02-26 18:10:10";24,99;24,99
"2016-06-23 21:22:33";19,99;19,99
"2016-07-04 18:05:34";24,99;19,99
"2016-11-23 20:43:31";16,74;16,74
"2016-11-30 11:23:52";24,99;16,74
"2016-12-01 18:05:52";16,74;16,74
"2016-12-03 18:31:58";24,99;16,74
"2016-12-22 18:49:20";16,74;16,74
"2017-01-02 18:31:58";24,99;16,74
"2017-02-28 18:10:24";19,99;16,74
"2017-03-03 18:10:22";24,99;16,74
"2017-06-22 21:44:23";14,99;14,99
"2017-07-05 18:13:23";24,99;14,99
"2017-07-06 17:50:11";14,99;14,99
"2017-07-10 17:35:50";24,99;14,99
"2017-11-22 22:05:53";16,74;14,99
"2017-11-28 18:37:01";24,99;14,99
"2017-12-21 18:40:37";16,74;14,99
"2018-01-04 18:52:32";24,99;14,99
"2018-02-15 18:03:52";19,99;14,99
"2018-02-19 18:41:06";24,99;14,99
"2018-06-21 23:36:27";19,99;14,99
"2018-07-05 17:45:39";24,99;14,99
"2018-10-31 21:39:49";19,99;14,99
"2018-11-01 17:36:14";24,99;14,99
"2018-12-20 20:41:47";18,74;14,99
"2019-01-03 19:45:31";24,99;14,99
"2019-06-25 19:13:48";19,99;14,99
"2019-07-09 19:49:39";24,99;14,99
"2019-11-11 19:00:07";19,99;14,99
"2019-11-12 17:03:56";24,99;14,99
"2019-11-26 18:08:55";22,49;14,99
"2019-12-03 18:12:12";24,99;14,99
"2019-12-19 18:09:55";14,99;14,99
"2020-01-02 18:18:57";24,99;14,99
"2020-01-23 18:11:52";16,74;14,99
"2020-01-27 19:05:18";24,99;14,99
"2020-06-25 17:08:25";14,99;14,99
"2020-07-09 18:00:58";24,99;14,99
"2020-08-09 17:05:12";19,99;14,99
"2020-08-15 17:05:35";24,99;14,99
"2020-10-29 17:03:46";19,99;14,99
"2020-11-02 18:54:52";24,99;14,99
"2020-11-25 18:07:54";17,49;14,99
"2020-12-01 18:46:47";24,99;14,99
"2020-12-21 18:00:09";16,74;14,99
"2021-01-05 18:58:35";24,99;14,99
"2021-02-11 18:07:54";19,99;14,99
"2021-02-15 19:00:24";24,99;14,99
"2021-02-26 18:06:23";12,49;12,49
"2021-02-27 18:05:33";24,99;12,49
"2021-03-25 21:30:07";19,99;12,49
"2021-03-29 17:13:47";24,99;12,49
"2021-06-24 17:34:24";14,99;12,49
"2021-07-08 17:35:26";24,99;12,49
"2021-08-07 17:05:09";14,99;12,49
"2021-08-14 17:05:09";24,99;12,49
"2021-10-28 17:37:43";19,99;12,49
"2021-11-01 17:14:59";24,99;12,49
"2021-11-24 18:13:24";14,99;12,49
"2021-12-01 18:20:26";24,99;12,49
"2021-12-22 18:02:09";17,49;12,49
"2022-01-05 18:22:00";24,99;12,49
"2022-01-27 18:22:03";19,99;12,49
"2022-02-03 18:22:04";24,99;12,49
"2022-05-04 06:01:52";24,99;12,49
"2022-06-23 17:24:45";14,99;12,49
"2022-06-23 17:34:03";14,99;12,49
"2022-07-07 17:22:04";24,99;12,49
"2022-08-01 17:21:40";19,99;12,49
"2022-08-08 17:21:44";24,99;12,49
"2022-11-22 18:09:09";19,99;12,49
"2022-11-29 18:27:27";24,99;12,49
"2022-12-22 18:16:10";14,99;12,49
"2023-01-05 18:22:09";24,99;12,49
"2023-02-26 09:05:03";12,49;12,49
"2023-02-27 09:05:02";24,99;12,49
"2023-03-19 14:15:02";17,49;12,49
"2023-03-23 17:22:00";24,99;12,49
"2023-06-08 17:01:35";19,99;12,49
"2023-06-15 17:01:37";24,99;12,49
"2023-06-29 17:26:14";16,49;12,49
"2023-07-13 17:22:05";24,99;12,49
"2023-08-03 17:01:36";19,99;12,49
"2023-08-10 17:05:08";24,99;12,49
"2023-11-21 18:28:45";19,99;12,49
"2023-11-28 18:27:15";24,99;12,49
"2023-12-21 18:27:05";16,74;12,49
"2024-01-04 18:27:33";24,99;12,49
"2024-02-26 18:21:36";12,49;12,49
"2024-02-27 18:01:28";24,99;12,49
"2024-03-14 17:16:00";19,99;12,49
"2024-03-21 17:27:19";24,99;12,49
"2024-04-29 17:21:44";16,49;12,49
"2024-05-06 17:21:43";24,99;12,49
"2024-06-27 17:50:33";14,99;12,49
"2024-07-11 17:27:16";24,99;12,49
"2024-08-09 01:45:02";19,99;12,49
"2024-08-15 17:01:36";24,99;12,49
"2024-10-07 17:27:20";12,49;12,49
"2024-10-14 17:21:44";24,99;12,49
"2024-11-27 18:21:36";17,49;12,49
"2024-12-04 18:27:21";24,99;12,49
"2024-12-19 20:30:23";14,99;12,49
"2025-01-02 19:01:24";24,99;12,49
"2025-03-13 17:16:12";14,99;12,49
"2025-03-20 18:01:10";24,99;12,49
"2025-06-26 17:55:45";12,49;12,49
"2025-06-26 19:57:45";12,49;12,49
"2025-07-10 17:11:08";24,99;12,49
"2025-08-07 17:01:11";17,49;12,49
"2025-08-14 17:01:09";24,99;12,49
"2025-08-27 15:38:13";24,99;12,49
"2025-08-27 15:38:13";;12,49
